id,observed_on,quality_grade,latitude,longitude,taxon_id,taxon_name,common_name,iconic_taxon,rank,place_guess,observer,num_id_agreements,url
7178183,2010-04-15,research,45.195247,-92.785559,146314,Opheodrys vernalis,Smooth Greensnake,Reptilia,species,"Washington County, US-MN, US",greg_johnson,3,https://www.inaturalist.org/observations/7178183
9533112,2010-06-04,research,47.194445,-95.165253,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"36750 Main Park Drive, Park Rapids, MN 56470, USA",trig125,1,https://www.inaturalist.org/observations/9533112
9533113,2010-06-11,research,47.194445,-95.165253,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"36750 Main Park Drive, Park Rapids, MN 56470, USA",trig125,1,https://www.inaturalist.org/observations/9533113
9533115,2010-06-11,research,46.3526733,-94.2020084,73801,Plestiodon septentrionalis,Prairie Skink,Reptilia,species,"Brainerd, MN 56401, USA",trig125,1,https://www.inaturalist.org/observations/9533115
16835205,2010-09-12,research,46.7158627738,-92.2003180142,28362,Thamnophis sirtalis,Common Garter Snake,Reptilia,species,"Riverside, Duluth, MN, USA",skuross,1,https://www.inaturalist.org/observations/16835205
22070150,2010-07-24,research,47.9000527818,-92.5559159629,39773,Chrysemys picta bellii,Western Painted Turtle,Reptilia,subspecies,"St Louis County, MN, USA",gonodactylus,1,https://www.inaturalist.org/observations/22070150
63419900,2010-05-15,research,43.7381349718,-91.9658690206,717858,Aspidoscelis sexlineatus,Six-lined Racerunner,Reptilia,species,"Minnesota, US",jeff_leclere,2,https://www.inaturalist.org/observations/63419900
105275020,2010-08-28,research,47.0225966636,-92.613424309,28362,Thamnophis sirtalis,Common Garter Snake,Reptilia,species,"St Louis County, MN, USA",ryangrow,3,https://www.inaturalist.org/observations/105275020
106494847,2010-06-05,research,45.253274,-93.107371,200805,Plestiodon septentrionalis septentrionalis,Northern Prairie Skink,Reptilia,subspecies,"Columbus, Minnesota, United States",squamatologist,4,https://www.inaturalist.org/observations/106494847
164088826,2010-07-29,research,47.7151809,-91.2679189,39773,Chrysemys picta bellii,Western Painted Turtle,Reptilia,subspecies,"Sawbill Landing, MN 55607, USA",mthieroff,2,https://www.inaturalist.org/observations/164088826
200654084,2010-08-06,research,45.3102900898,-92.6224760733,73788,Plestiodon fasciatus,Common Five-lined Skink,Reptilia,species,"Minnesota, US",naturalistdave99,2,https://www.inaturalist.org/observations/200654084
201631673,2010-05-28,research,44.7807021319,-95.5082164128,108348,Pantherophis ramspotti,Western Foxsnake,Reptilia,species,"Chippewa County, MN, USA",naturalistdave99,5,https://www.inaturalist.org/observations/201631673
117393,2011-05-07,research,44.3146641297,-92.08420625,39885,Emydoidea blandingii,Blanding's Turtle,Reptilia,species,"Minnesota, US",hselen,4,http://www.inaturalist.org/observations/117393
1217248,2011-04-11,research,44.465319,-93.193792,28362,Thamnophis sirtalis,Common Garter Snake,Reptilia,species,"Minnesota, United States",scottking,1,http://www.inaturalist.org/observations/1217248
1229156,2011-04-12,research,44.519263,-92.941962,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"Cannon Falls, Minnesota, United States",scottking,2,http://www.inaturalist.org/observations/1229156
1231232,2011-05-31,research,44.573575,-92.652384,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Red Wing, Minnesota, United States",scottking,2,http://www.inaturalist.org/observations/1231232
2858428,2011-06-30,research,43.9851666667,-92.5681666667,108348,Pantherophis ramspotti,Western Foxsnake,Reptilia,species,"2500–2900 County Road 15 SW, Salem, MN, US",mathew2,6,http://www.inaturalist.org/observations/2858428
5422644,2011-09-08,research,44.919743819,-93.1190528901,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"West Side, St Paul, MN, USA",gordon_dietzman,1,https://www.inaturalist.org/observations/5422644
5623942,2011-07-30,research,45.380660603,-92.705039978,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Franconia Sculpture Park, USA",nannie,1,https://www.inaturalist.org/observations/5623942
8334127,2011-06-23,research,46.6654691873,-92.324246112,28362,Thamnophis sirtalis,Common Garter Snake,Reptilia,species,"Carlton County, MN, USA",gordon_dietzman,1,https://www.inaturalist.org/observations/8334127
9112045,2011-06-01,research,48.071349,-90.080537,28362,Thamnophis sirtalis,Common Garter Snake,Reptilia,species,"3860 Arrowhead Trail, Hovland, MN 55606, USA",lincolndurey,2,https://www.inaturalist.org/observations/9112045
9395125,2011-06-13,research,44.9449911301,-93.4359660772,39773,Chrysemys picta bellii,Western Painted Turtle,Reptilia,subspecies,"Minnetonka, MN, USA",heatherholm,2,https://www.inaturalist.org/observations/9395125
11570295,2011-07-06,research,47.2364055226,-91.4077734947,26575,Diadophis punctatus,Ring-necked Snake,Reptilia,species,"Lake County, MN, USA",gordonhommes,2,https://www.inaturalist.org/observations/11570295
18746434,2011-05-06,research,46.2807944497,-94.3386882583,29925,Heterodon platirhinos,Eastern Hognose Snake,Reptilia,species,Crow Wing State Park,figaro,4,https://www.inaturalist.org/observations/18746434
18772710,2011-06-11,research,45.4943150669,-93.6948394775,39773,Chrysemys picta bellii,Western Painted Turtle,Reptilia,subspecies,"Sherburne County, Minnesota, Verenigde Staten",rbeunen,3,https://www.inaturalist.org/observations/18772710
18772718,2011-06-05,research,47.8240848331,-92.1675572377,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Sint Louis County, Minnesota, Verenigde Staten",rbeunen,4,https://www.inaturalist.org/observations/18772718
20001400,2011-06-02,research,47.5429106063,-94.8167941639,39773,Chrysemys picta bellii,Western Painted Turtle,Reptilia,subspecies,"Beltrami County, MN, USA",figaro,4,https://www.inaturalist.org/observations/20001400
21083861,2011-07-18,research,44.8080107586,-93.2245168849,73801,Plestiodon septentrionalis,Prairie Skink,Reptilia,species,"Minnesota, US",paulearthman,1,https://www.inaturalist.org/observations/21083861
35053698,2011-07-08,research,44.8803253504,-93.6835978029,39773,Chrysemys picta bellii,Western Painted Turtle,Reptilia,subspecies,"Carver County, MN, USA",jdwillson,1,https://www.inaturalist.org/observations/35053698
35053700,2011-07-08,research,44.8803253504,-93.6835978029,200805,Plestiodon septentrionalis septentrionalis,Northern Prairie Skink,Reptilia,subspecies,"Carver County, MN, USA",jdwillson,3,https://www.inaturalist.org/observations/35053700
39341554,2011-06-17,research,45.4799637632,-93.7007618358,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"Sherburne National Wildlife Refuge, Sherburne County, MN, USA",mnwild,1,https://www.inaturalist.org/observations/39341554
46247231,2011-09-28,research,46.3587679335,-94.2291686873,200805,Plestiodon septentrionalis septentrionalis,Northern Prairie Skink,Reptilia,subspecies,"Arboretum Baxter, MN, USA",pserani01,2,https://www.inaturalist.org/observations/46247231
46251078,2011-05-09,research,46.3587679335,-94.2291686873,28362,Thamnophis sirtalis,Common Garter Snake,Reptilia,species,"Arboretum Baxter, MN, USA",pserani01,2,https://www.inaturalist.org/observations/46251078
46272607,2011-06-19,research,46.3483751381,-94.3060869326,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Baxter, MN, USA",pserani01,2,https://www.inaturalist.org/observations/46272607
46272734,2011-06-19,research,46.3483751381,-94.3060869326,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Baxter, MN, USA",pserani01,1,https://www.inaturalist.org/observations/46272734
49987275,2011-11-05,research,44.8301228,-93.241697,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"Old Cedar Ave S, Bloomington, MN 55425, USA",lcplinske,1,https://www.inaturalist.org/observations/49987275
54926318,2011-06-25,research,45.9538348693,-95.4283646764,39773,Chrysemys picta bellii,Western Painted Turtle,Reptilia,subspecies,"Bedman Dr NW, Alexandria, MN, US",geddesd,2,https://www.inaturalist.org/observations/54926318
63801399,2011-07-02,research,47.3586917844,-93.8586322591,73801,Plestiodon septentrionalis,Prairie Skink,Reptilia,species,33341 State Hwy 46,rutherfordscouts,4,https://www.inaturalist.org/observations/63801399
106688351,2011-04-23,research,45.253274,-93.107371,200805,Plestiodon septentrionalis septentrionalis,Northern Prairie Skink,Reptilia,subspecies,"Columbus, Minnesota, United States",squamatologist,2,https://www.inaturalist.org/observations/106688351
106689916,2011-05-15,research,45.950172,-92.690298,39773,Chrysemys picta bellii,Western Painted Turtle,Reptilia,subspecies,", Minnesota, United States",squamatologist,2,https://www.inaturalist.org/observations/106689916
106801630,2011-08-14,research,45.5285795718,-93.7996994116,60347,Pituophis catenifer sayi,Bullsnake,Reptilia,subspecies,"Minnesota, US",squamatologist,6,https://www.inaturalist.org/observations/106801630
106803726,2011-08-27,research,44.73675,-95.458198,28378,Thamnophis radix,Plains Garter Snake,Reptilia,species,", Minnesota, United States",squamatologist,4,https://www.inaturalist.org/observations/106803726
106936510,2011-09-25,research,45.511843747,-92.6470060368,29925,Heterodon platirhinos,Eastern Hognose Snake,Reptilia,species,"Minnesota, US",squamatologist,5,https://www.inaturalist.org/observations/106936510
106936514,2011-09-25,research,45.5566444139,-92.6220437834,29925,Heterodon platirhinos,Eastern Hognose Snake,Reptilia,species,"Minnesota, US",squamatologist,3,https://www.inaturalist.org/observations/106936514
145031700,2011-06-05,research,47.7928542455,-92.0823340442,28362,Thamnophis sirtalis,Common Garter Snake,Reptilia,species,"Sint Louis County, Minnesota, Verenigde Staten",rbeunen,2,https://www.inaturalist.org/observations/145031700
175854100,2011-05-08,research,47.2491666667,-92.4398333333,28362,Thamnophis sirtalis,Common Garter Snake,Reptilia,species,"Cotton, MN, US",bogben,2,https://www.inaturalist.org/observations/175854100
181074130,2011-10-30,research,44.8764821,-93.6902409,28557,Storeria occipitomaculata,Red-bellied Snake,Reptilia,species,"55386, 7400 Grimm Rd, Waconia, MN 55386",frozeninmn,3,https://www.inaturalist.org/observations/181074130
189491665,2011-06-13,research,44.8324916716,-93.205980733,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"Eagan, MN 55122, USA",david_dawis,2,https://www.inaturalist.org/observations/189491665
200650719,2011-04-13,research,45.5335626015,-92.8255017197,39885,Emydoidea blandingii,Blanding's Turtle,Reptilia,species,"Minnesota, US",naturalistdave99,3,https://www.inaturalist.org/observations/200650719
254023527,2011-09-20,research,45.2228908978,-93.3074126819,28557,Storeria occipitomaculata,Red-bellied Snake,Reptilia,species,"Minnesota, US",carissab,3,https://www.inaturalist.org/observations/254023527
254023538,2011-10-01,research,45.3958827127,-93.3535541281,73801,Plestiodon septentrionalis,Prairie Skink,Reptilia,species,"Minnesota, US",carissab,3,https://www.inaturalist.org/observations/254023538
254023543,2011-10-08,research,45.253749251,-93.3611802735,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"Minnesota, US",carissab,2,https://www.inaturalist.org/observations/254023543
321348310,2011-09-28,research,44.6597000051,-93.2657226245,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Lakeville, MN, USA",devynkey,4,https://www.inaturalist.org/observations/321348310
338622170,2011-06-16,research,45.0413325149,-92.9780779742,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Mahtomedi, MN, USA",n_pilla,4,https://www.inaturalist.org/observations/338622170
82328,2012-05-22,research,44.6725563952,-93.1364847615,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"Farmington, MN",jrkonicek,2,http://www.inaturalist.org/observations/82328
92413,2012-06-16,research,44.4613081134,-93.1496786181,39771,Chrysemys picta,Painted Turtle,Reptilia,species,Carleton Collge,loarie,2,http://www.inaturalist.org/observations/92413
99302,2012-06-02,research,46.9609544345,-94.4263311617,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"hackensack, mn",jgrout0601,1,http://www.inaturalist.org/observations/99302
100710,2012-07-05,research,44.659124,-93.131783,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"3255 201st St W, Farmington, Minnesota, US",jrkonicek,1,http://www.inaturalist.org/observations/100710
100711,2012-07-06,research,44.649461,-93.136563,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Chippendale Ave W, Farmington, Minnesota, US",jrkonicek,1,http://www.inaturalist.org/observations/100711
101100,2012-07-03,research,44.1315610609,-94.0039982474,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Mankato, Minnesota",mstarr,2,http://www.inaturalist.org/observations/101100
118380,2012-09-01,research,45.032187,-93.338561,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"Robbinsdale, MN",hselen,2,http://www.inaturalist.org/observations/118380
532255,2012-09-18,research,47.235219,-95.207314,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Schoolcraft trail, Itasca State Park, MN",riversedge,1,http://www.inaturalist.org/observations/532255
750913,2012-06-12,research,47.368846,-94.947892,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Neilson Spearhead Center, MN",gamaxson,2,http://www.inaturalist.org/observations/750913
1947280,2012-09-24,research,46.263843,-96.062521,28557,Storeria occipitomaculata,Red-bellied Snake,Reptilia,species,"Otter Tail County, US-MN, US",scottking,1,http://www.inaturalist.org/observations/1947280
4769684,2012-05-30,research,47.2308762,-95.1870918,28362,Thamnophis sirtalis,Common Garter Snake,Reptilia,species,"Itasca State Park, Park Rapids, MN, United States",bekkita,1,http://www.inaturalist.org/observations/4769684
4769686,2012-05-31,research,47.1593923,-94.7626637,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"Kabekona Lake, Minnesota 56461, USA",bekkita,4,http://www.inaturalist.org/observations/4769686
4769692,2012-06-14,research,47.2308762,-95.1870918,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Itasca State Park, Park Rapids, MN, United States",bekkita,1,http://www.inaturalist.org/observations/4769692
4773722,2012-05-31,research,47.2308762,-95.1870918,73801,Plestiodon septentrionalis,Prairie Skink,Reptilia,species,"Itasca State Park, Park Rapids, MN, United States",bekkita,3,http://www.inaturalist.org/observations/4773722
6478150,2012-05-27,research,45.1619556509,-93.2951175816,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Erlandson Park, Coon Rapids, MN, US",meganmaye,2,https://www.inaturalist.org/observations/6478150
6746366,2012-07-24,research,45.4020253,-93.1994037,73801,Plestiodon septentrionalis,Prairie Skink,Reptilia,species,"2660 Fawn Lake Dr NE, East Bethel, MN 55005, USA",malisaspring,3,https://www.inaturalist.org/observations/6746366
6940471,2012-07-12,research,47.3793942,-94.6043207,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Cass Lake, MN 56633, USA",leedoolan,1,https://www.inaturalist.org/observations/6940471
8947751,2012-05-18,research,46.7992187537,-96.1217379595,28365,Thamnophis sirtalis sirtalis,Eastern Garter Snake,Reptilia,subspecies,"Becker County, MN, USA",sgoodchild,1,https://www.inaturalist.org/observations/8947751
9424150,2012-07-25,research,48.3432239056,-92.211027979,28557,Storeria occipitomaculata,Red-bellied Snake,Reptilia,species,"00060, Northeast St. Louis, MN, US",gonodactylus,1,https://www.inaturalist.org/observations/9424150
9661050,2012-03-27,research,44.8973889909,-93.5010968331,28557,Storeria occipitomaculata,Red-bellied Snake,Reptilia,species,"Minnetonka, MN, USA",heatherholm,2,https://www.inaturalist.org/observations/9661050
9661058,2012-03-27,research,44.8973737946,-93.4990369005,28362,Thamnophis sirtalis,Common Garter Snake,Reptilia,species,"Minnetonka, MN, USA",heatherholm,1,https://www.inaturalist.org/observations/9661058
13178276,2012-06-13,research,44.8793639311,-93.1819262243,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"Hennepin County, MN, USA",cmlr,2,https://www.inaturalist.org/observations/13178276
16132873,2012-09-15,research,45.9721497117,-92.5801855247,29925,Heterodon platirhinos,Eastern Hognose Snake,Reptilia,species,"Pine County, MN, USA",bolmstead42,1,https://www.inaturalist.org/observations/16132873
16649159,2012-06-13,research,44.876191,-93.1844738,39773,Chrysemys picta bellii,Western Painted Turtle,Reptilia,subspecies,"Fort Snelling State Park Trail, Mendota Heights, MN, USA",cmlr,2,https://www.inaturalist.org/observations/16649159
24024790,2012-08-19,research,43.768999916,-94.1955288532,39556,Apalone spinifera,Spiny Softshell,Reptilia,species,"Faribault County, MN, USA",dexternienhaus,3,https://www.inaturalist.org/observations/24024790
24074493,2012-04-11,research,43.7955893735,-94.0762462606,39773,Chrysemys picta bellii,Western Painted Turtle,Reptilia,subspecies,"Faribault County, MN, USA",dexternienhaus,1,https://www.inaturalist.org/observations/24074493
39775654,2012-08-10,research,44.8621639,-93.6162667,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"Minnesota Landscape Arboretum, Chaska, MN 55318, USA",gentoopenguin21,2,https://www.inaturalist.org/observations/39775654
41185398,2012-03-23,research,44.8597285003,-93.2152306259,28562,Storeria dekayi,DeKay's Brownsnake,Reptilia,species,"South Loop District, Bloomington, MN, USA",drshawntdash,2,https://www.inaturalist.org/observations/41185398
45878487,2012-06-02,research,45.137505,-93.444868,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Maple Grove, MN, USA",frankziegler,1,https://www.inaturalist.org/observations/45878487
45878498,2012-08-19,research,45.0,-92.9661111111,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"Oakdale, MN 55128, USA",frankziegler,2,https://www.inaturalist.org/observations/45878498
48512137,2012-06-07,research,47.0689220949,-92.7768528304,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"St Louis County, MN, USA",mnwild,1,https://www.inaturalist.org/observations/48512137
51839676,2012-04-06,research,44.9675158907,-92.9896966315,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"Maplewood, MN, USA",lcplinske,2,https://www.inaturalist.org/observations/51839676
52548996,2012-04-15,research,44.9671456891,-92.9895575259,39773,Chrysemys picta bellii,Western Painted Turtle,Reptilia,subspecies,"Maplewood, MN, USA",frankziegler,1,https://www.inaturalist.org/observations/52548996
52548997,2012-04-15,research,44.9671912337,-92.9895476827,39773,Chrysemys picta bellii,Western Painted Turtle,Reptilia,subspecies,"Maplewood, MN, USA",frankziegler,1,https://www.inaturalist.org/observations/52548997
63419885,2012-04-05,research,43.5063092274,-91.3847882889,73888,Pantherophis obsoletus,Western Ratsnake,Reptilia,species,United States,jeff_leclere,7,https://www.inaturalist.org/observations/63419885
63802290,2012-08-11,research,47.3581078602,-93.8591861352,28557,Storeria occipitomaculata,Red-bellied Snake,Reptilia,species,"Morse Township, MN, USA",rutherfordscouts,3,https://www.inaturalist.org/observations/63802290
70066213,2012-08-27,research,44.0793448907,-91.6798014829,39556,Apalone spinifera,Spiny Softshell,Reptilia,species,"Winona, MN 55987, USA",dexternienhaus,2,https://www.inaturalist.org/observations/70066213
107141101,2012-04-14,research,43.8197072853,-92.3094907213,515419,Lampropeltis triangulum,Eastern Milksnake,Reptilia,species,"Minnesota, US",squamatologist,4,https://www.inaturalist.org/observations/107141101
107141112,2012-04-14,research,43.9827784608,-92.2116428597,515419,Lampropeltis triangulum,Eastern Milksnake,Reptilia,species,"Minnesota, US",squamatologist,6,https://www.inaturalist.org/observations/107141112
107145569,2012-05-12,research,45.435088,-93.707628,146314,Opheodrys vernalis,Smooth Greensnake,Reptilia,species,"Orrock, Minnesota, United States",squamatologist,7,https://www.inaturalist.org/observations/107145569
107145817,2012-05-12,research,45.5523329804,-93.6372018634,60347,Pituophis catenifer sayi,Bullsnake,Reptilia,subspecies,"Minnesota, US",squamatologist,7,https://www.inaturalist.org/observations/107145817
107146530,2012-05-13,research,45.403611493,-93.6846715178,29927,Heterodon nasicus,Plains Hognose Snake,Reptilia,species,"Minnesota, US",squamatologist,4,https://www.inaturalist.org/observations/107146530
107146538,2012-05-13,research,45.4730114523,-93.6800399001,60347,Pituophis catenifer sayi,Bullsnake,Reptilia,subspecies,"Minnesota, US",squamatologist,6,https://www.inaturalist.org/observations/107146538
107165050,2012-05-27,research,45.254404,-93.094537,39773,Chrysemys picta bellii,Western Painted Turtle,Reptilia,subspecies,"Columbus, Minnesota, United States",squamatologist,3,https://www.inaturalist.org/observations/107165050
107165052,2012-05-27,research,45.260448,-93.065271,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Columbus, Minnesota, United States",squamatologist,4,https://www.inaturalist.org/observations/107165052
146203442,2012-09-15,research,45.4500100783,-93.6583389986,39885,Emydoidea blandingii,Blanding's Turtle,Reptilia,species,"Minnesota, US",refugerover,4,https://www.inaturalist.org/observations/146203442
147437720,2012-06-11,research,47.9019825364,-91.4652935124,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Lake County, MN, USA",jacobfpenner,4,https://www.inaturalist.org/observations/147437720
149945371,2012-09-04,research,47.1969160064,-91.377857,26591,Diadophis punctatus edwardsii,Northern Ringneck Snake,Reptilia,subspecies,"Split Rock Lighthouse State Park, Two Harbors, MN, US",takeahike,2,https://www.inaturalist.org/observations/149945371
149945372,2012-09-04,research,47.1965800063,-91.377896,28365,Thamnophis sirtalis sirtalis,Eastern Garter Snake,Reptilia,subspecies,"Split Rock Lighthouse State Park, Two Harbors, MN, US",takeahike,1,https://www.inaturalist.org/observations/149945372
155853053,2012-05-27,research,47.9672091214,-90.4818212986,39771,Chrysemys picta,Painted Turtle,Reptilia,species,Little Trout Lake,cherylbatson,2,https://www.inaturalist.org/observations/155853053
159596981,2012-05-04,research,46.8918216922,-93.7895127386,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"Smoky Hollow Township, MN, USA",cherylbatson,2,https://www.inaturalist.org/observations/159596981
193442055,2012-05-23,research,47.9884770415,-91.3362480327,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"Fall Lake Township, MN, USA",filee14,3,https://www.inaturalist.org/observations/193442055
193445024,2012-05-25,research,48.4708113532,-92.8458395228,28362,Thamnophis sirtalis,Common Garter Snake,Reptilia,species,"International Falls, MN 56649, USA",filee14,4,https://www.inaturalist.org/observations/193445024
197186223,2012-06-01,research,45.5791150012,-92.6052672343,39885,Emydoidea blandingii,Blanding's Turtle,Reptilia,species,"Minnesota, US",naturalistdave99,3,https://www.inaturalist.org/observations/197186223
197256581,2012-08-17,research,45.521636312,-92.7291569595,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"Chisago County, MN, USA",naturalistdave99,3,https://www.inaturalist.org/observations/197256581
199924657,2012-05-15,research,44.8338968232,-93.0423251165,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Inver Grove Heights, MN, USA",davidholmen,3,https://www.inaturalist.org/observations/199924657
254033909,2012-03-20,research,45.2533285093,-93.3885211359,28362,Thamnophis sirtalis,Common Garter Snake,Reptilia,species,"Minnesota, US",carissab,2,https://www.inaturalist.org/observations/254033909
254033912,2012-03-24,research,45.2065311303,-93.3274698339,28362,Thamnophis sirtalis,Common Garter Snake,Reptilia,species,"Minnesota, US",carissab,2,https://www.inaturalist.org/observations/254033912
254033914,2012-03-24,research,45.2201998676,-93.373251518,73801,Plestiodon septentrionalis,Prairie Skink,Reptilia,species,"Minnesota, US",carissab,3,https://www.inaturalist.org/observations/254033914
254033917,2012-03-27,research,45.3241724899,-93.3629590182,28362,Thamnophis sirtalis,Common Garter Snake,Reptilia,species,"Minnesota, US",carissab,2,https://www.inaturalist.org/observations/254033917
254033923,2012-03-27,research,45.2961340577,-93.2272291173,28362,Thamnophis sirtalis,Common Garter Snake,Reptilia,species,"Minnesota, US",carissab,2,https://www.inaturalist.org/observations/254033923
254033924,2012-03-30,research,45.2354020535,-93.3208268128,28362,Thamnophis sirtalis,Common Garter Snake,Reptilia,species,"Minnesota, US",carissab,2,https://www.inaturalist.org/observations/254033924
254033928,2012-03-30,research,45.3032925421,-93.2970005045,28362,Thamnophis sirtalis,Common Garter Snake,Reptilia,species,"Minnesota, US",carissab,2,https://www.inaturalist.org/observations/254033928
254033930,2012-04-15,research,45.2006079017,-93.3197926683,73801,Plestiodon septentrionalis,Prairie Skink,Reptilia,species,"Minnesota, US",carissab,3,https://www.inaturalist.org/observations/254033930
254033947,2012-05-18,research,45.3344922976,-93.2387405212,73801,Plestiodon septentrionalis,Prairie Skink,Reptilia,species,"Minnesota, US",carissab,3,https://www.inaturalist.org/observations/254033947
254036550,2012-06-26,research,45.2497752403,-93.2880089101,73801,Plestiodon septentrionalis,Prairie Skink,Reptilia,species,"Minnesota, US",carissab,2,https://www.inaturalist.org/observations/254036550
254036556,2012-07-03,research,45.2417550118,-93.3926652338,73801,Plestiodon septentrionalis,Prairie Skink,Reptilia,species,"Minnesota, US",carissab,2,https://www.inaturalist.org/observations/254036556
254036557,2012-07-28,research,45.2387611605,-93.3208877833,73801,Plestiodon septentrionalis,Prairie Skink,Reptilia,species,"Minnesota, US",carissab,3,https://www.inaturalist.org/observations/254036557
256548824,2012-08-04,research,45.2548953726,-96.404889822,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"Yellow Bank Township, MN, USA",a-geoman,1,https://www.inaturalist.org/observations/256548824
265484296,2012-06-22,research,43.7180351416,-96.1902550774,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Rock County, MN, USA",carbonated_warbler,2,https://www.inaturalist.org/observations/265484296
308592428,2012-08-18,research,46.2820265796,-96.0754119888,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"Fergus Falls, MN 56537, USA",jessejameswhite,2,https://www.inaturalist.org/observations/308592428
334546086,2012-09-23,research,44.4374656497,-93.152831026,28378,Thamnophis radix,Plains Garter Snake,Reptilia,species,"Northfield, MN 55057, USA",gabrielfisher-navarro,4,https://www.inaturalist.org/observations/334546086
337623249,2012-07-21,research,45.0833781281,-93.6065253678,39773,Chrysemys picta bellii,Western Painted Turtle,Reptilia,subspecies,"Corcoran, MN, USA",marinebioteacher,5,https://www.inaturalist.org/observations/337623249
342019715,2012-06-16,research,46.8631518468,-96.4714716884,39771,Chrysemys picta,Painted Turtle,Reptilia,species,"Clay County, MN, USA",arognlie,2,https://www.inaturalist.org/observations/342019715
315790,2013-06-29,research,45.115306,-93.139467,39773,Chrysemys picta bellii,Western Painted Turtle,Reptilia,subspecies,"1212 karth lake drive Arden Hills, MN",loarie,1,http://www.inaturalist.org/observations/315790
315792,2013-06-29,research,45.115306,-93.139467,28365,Thamnophis sirtalis sirtalis,Eastern Garter Snake,Reptilia,subspecies,"1212 karth lake drive Arden Hills, MN",loarie,2,http://www.inaturalist.org/observations/315792
421376,2013-10-07,research,46.13106,-92.867423,28362,Thamnophis sirtalis,Common Garter Snake,Reptilia,species,"Sandstone, MN",hselen,3,http://www.inaturalist.org/observations/421376
478138,2013-09-27,research,43.7585,-92.0043333333,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"Minnesota Memorial Hardwood State Forest, Lanesboro, Minnesota, US",bwiessner,1,http://www.inaturalist.org/observations/478138
502983,2013-08-15,research,44.027872,-92.428909,28557,Storeria occipitomaculata,Red-bellied Snake,Reptilia,species,"310 Silver Creek Rd NE, Rochester, Minnesota, US",chrispherp,1,http://www.inaturalist.org/observations/502983
502991,2013-08-16,research,43.951333,-92.437833,28365,Thamnophis sirtalis sirtalis,Eastern Garter Snake,Reptilia,subspecies,"55904, Rochester, Minnesota, US",chrispherp,1,http://www.inaturalist.org/observations/502991
503091,2013-08-10,research,43.959833,-92.356667,28557,Storeria occipitomaculata,Red-bellied Snake,Reptilia,species,"4000–4270 60th Ave SE, Rochester, Minnesota, US",chrispherp,2,http://www.inaturalist.org/observations/503091
503955,2013-08-15,research,44.0295,-92.4315,39682,Chelydra serpentina,Common Snapping Turtle,Reptilia,species,"1451–1713 Silver Creek Rd NE, Rochester, Minnesota, US",chrispherp,1,http://www.inaturalist.org/observations/503955
504962,2013-08-08,research,44.0278333333,-92.489,28378,Thamnophis radix,Plains Garter Snake,Reptilia,species,"411–599 17th Ave NW, Rochester, Minnesota, US",chrispherp,2,http://www.inaturalist.org/observations/504962
